Continent,Country,City,Name,Firm,Amenities,Price,Rating,Review
Europe,Russia,Southern District,Sima,ZenHotels.com,"Air conditioning,Refrigerator,Bath / shower,Complimentary toiletries,",,5.0,"Гостевой дом понравился, очень удачное расположение в самом центре Анапы, рядом пляж, в шаговой доступности (центральный), центральный рынок. Вечером на набережной качели, карусели, кафе и т.д. Весело, скучать не придется, до набережной 10 минут пешком. При гостевом доме есть столовая, наверное, сама демократичная со всей Анапе: очень вкусно  и дешево)) Борщ - 55 рублей, пиво - 60р)) Тут же есть кухня, можно приготовить все самим: завтрак, обед, ужин, посуду тоже можно взять попользоваться. место для паровки авто есть. В доме чистенько всегда и уютно. Спасибо за гостеприимство."
Europe,Russia,Southern District,Lyeon,,,,,
Europe,Russia,Southern District,Gostevoi dom Nadezhda,,,,,
Europe,Germany,Bavaria,Eckhardt - Wohnen Und Geniessen,,,,,
Europe,Germany,Bavaria,Pension Bayerwald,,"Free parking,Free High Speed Internet (WiFi),Sauna,Bar / lounge,Archery,Hiking,Books, DVDs, music for children,Children Activities (Kid / Family Friendly),Kid-friendly buffetSpecial diet menusWine / champagneMini golfTennis courtCanoeing offsiteBoard games / puzzlesPets Allowed ( Dog / Pet Friendly )SalonSolariumBBQ facilitiesConvenience storeNon-smoking hotelOutdoor fireplaceOutdoor furnitureShared lounge / TV areaSun umbrellasATM on sitePrivate check-in / check-out,Kid-friendly buffet,Special diet menus,Wine / champagne,Mini golf,Tennis court,Canoeing offsite,Board games / puzzles,Pets Allowed ( Dog / Pet Friendly ),Salon,Solarium,BBQ facilities,Convenience store,Non-smoking hotel,Outdoor fireplace,Outdoor furniture,Shared lounge / TV area,Sun umbrellas,ATM on site,Private check-in / check-out",,5.0,"Sehr familiär und zufriedenstellend. Was will man sagen. Es ist alles top auch zu Corona Zeit. Das einzigste was besser wäre, wäre ein Balkon. Das Frühstück lässt keine Wünsche offen, für Fragen oder Anregungen wie man den Tag verbringen kann ist die Chefin immer zu haben. Kleiner Spielplatz für Kinder ist dabei und der Weg zum Rathaus ist kürzer als 5 min. Können wir nur empfehlen und würden wieder dort buchen. "
Europe,Germany,Bavaria,InHotel Mainfranken,Agoda.com,"Free High Speed Internet (WiFi),Bar / lounge,Children Activities (Kid / Family Friendly),",,3.5,"This small hotel with a very good price in a popular village give the nicest personal service, clean rooms and close the romantic city center. Passed village on transfer through Europe - nice experience for our drop-in over night."
Europe,Germany,Bavaria,bichl 761,,"Free parking,Free High Speed Internet (WiFi),Wifi,Sauna,Free breakfast,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Ski In / Ski Out,",,5.0,"Great location!  Better than in Oberstdorf, which I thought didn't have much charm.  Close to the Breitachklamm:  a great walk through a spectacular gorge.  The room was perfect with very comfortable beds and pillows and spacious bathrooms.  Plenty of room and a lovely view from the balcony.  Delicious breakfast, too.  Nothing negative to say."
Europe,Russia,Southern District,Hotel U Mikhalycha,,,,,
Europe,Spain,Balearic Islands,Hotel Bell Port,,"Free High Speed Internet (WiFi),Wifi,Bar / lounge,Restaurant,Non-smoking hotel,",,4.0,"A very basic place to stay. The rooms were cleaned daily and I stayed in one of the rooms facing the front, with a balcony. The view was the main road, other hotels up and down the area, endless shops and restaurants/bars. It was fairly noisy a couple of the nights.  The menu at the hotel was bland and tasteless. Overall not much of a variety and not a lot of options for vegetarians/vegans. Not much effort had gone into the compilation of the menu and on presentation the meal looked boring. The staff however, were very friendly and although with broken English, communicated very well.  The harbor is 10 minute walk from the hotel. More restaurants and shops. Following the coastline from the harbor, either way, takes you to the beach's. Plenty of little coves and blue sea for"
Europe,Spain,Balearic Islands,Apartamentos Drac,,,,5.0,"Our first time in Apartmentos Drac, which we thoroughly enjoyed.  Here are a few tips for anyone planning to visit Cala Santanyi. Apartments were beautifully clean, had full working kitchen, except for a washing machine, but hand washing dries quickly. Beds were comfortable, apartment no. 2 and no. 3 are very spacious.   Our family stayed in Apt.2, as a large outside area for the children to play, but be aware that the wall is not very high that overlooks the beach, so adventurous children need to be watched if out playing. Apt. no. 3, which we stayed in, has a long terrace and is above the Cafe bar. All of the apartments were just a few steps to the beach. We had a taxi from airport at Palma, and recommend JANERBUS for the transfer, as were very prompt and reasonable.. just 102"
Europe,Spain,Balearic Islands,Apartamentos Sureda,,"Paid private parking on-site,Free High Speed Internet (WiFi),Pool,Bar / lounge,Beach,Golf course,Babysitting,Foot massage,Secured parkingWifiOutdoor poolTable tennisTennis court offsiteFull body massageHand massageHead massageMassageNeck massageBBQ facilitiesBaggage storageNon-smoking hotelSun terraceLaundry service,Secured parking,Wifi,Outdoor pool,Table tennis,Tennis court offsite,Full body massage,Hand massage,Head massage,Massage,Neck massage,BBQ facilities,Baggage storage,Non-smoking hotel,Sun terrace,Laundry service",,4.0,"We stayed here the second weekend of July. There are many health guidelines in place, but none feel intrusive. All staff were friendly. Owners live on site, so help is always a quick phone call away. These apartments have clearly always been clean and hygienic. We stayed in a 1BR apartment in building 2 with partial sea views. Wonderful breeze through the apartment during the day and good AC at night. Full sized fridge if you are staying longer. Basic kitchen supplies. Balcony has seating and a drying rack for your towels and swimwear. Street parking is easy this year, but there is also on site parking for a daily fee."
Europe,Spain,Balearic Islands,Casas Rurales Illetas,ZenHotels.com,,,,
Europe,Russia,Southern District,Wood Dreams,,"Children Activities (Kid / Family Friendly),Laundry service,",,,
Europe,Spain,Balearic Islands,Sky Senses,,"Paid private parking nearby,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Bicycle rental,Golf course,Kids pool,Street parkingWifiPool / beach towelsRooftop poolPool with viewIndoor poolOutdoor poolShallow end in poolFitness / spa changing roomsSaunaCoffee shopRestaurantBreakfast buffetComplimentary instant cofffeeComplimentary teaPoolside barHikingHighchairs availableCar hireBusiness Centre with Internet AccessMassageSteam roomBaggage storageConciergeCurrency exchangeNon-smoking hotelSun terraceSun umbrellas24-hour front desk,Street parking,Wifi,Pool / beach towels,Rooftop pool,Pool with view,Indoor pool,Outdoor pool,Shallow end in pool,Fitness / spa changing rooms,Sauna,Coffee shop,Restaurant,Breakfast buffet,Complimentary instant cofffee,Complimentary tea,Poolside bar,Hiking,Highchairs available,Car hire,Business Centre with Internet Access,Massage,Steam room,Baggage storage,Concierge,Currency exchange,Non-smoking hotel,Sun terrace,Sun umbrellas,24-hour front desk",,4.5,"Stayed may 2019 just after opening , refurbishment and again in July after our earlier visit we decided to return due to our first experience being excellent in all areas .The hotel is 5 mins walk from the beach on a small bank with plenty of restaurants and bars easy access with 5/10 minutes all around but no noise disruptions.we wer b&b then half board on second vist due to food being very good on our first visit breakfast excellent items cooked to order with  continental options and buffet style . evening meal was excellent grill bar cooked to order with traditional dishes and very good salad bar fruit and sweets selection.excellent restaurant staff couldn’t do enough to help you over your visit.our room over looked the bay and sea had all the needs of a hotel room 4star "
Europe,Russia,Southern District,Guest house on Malinkina,,"Paid public parking nearby,Free High Speed Internet (WiFi),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Non-smoking hotel,",,,
Europe,Russia,Southern District,Zarya Hotel,,"Mosquito net,",,3.5,"Отдыхали семьей в Анапе в этой гостинице. Очень уютные и комфортные номера, персонал очень добрый и отзывчивый, рассказали и соориентировали, что и где можно посетить и посмотреть. Завтракали в ресторане Али Баба, который находится на одной территории, очень вкусно и красиво. Гостиница предоставляет бесплатные билеты на посещение аквапарка ""Золотой пляж"", что безусловно порадовало и приятно удивило. В общем впечатление осталось очень хорошее, обязательно вернемся еще и другим советуем!"
Europe,Germany,Bavaria,Hotel Restaurant Amadeus,,"Free parking,Free High Speed Internet (WiFi),Sauna,Free breakfast,Golf course,Hiking,Shuttle bus service,Spa,WifiRestaurantMini golfSkiingTennis courtMassageSki In / Ski OutBaggage storageNon-smoking hotelSun terraceExpress check-in / check-outLaundry serviceShoeshine,Wifi,Restaurant,Mini golf,Skiing,Tennis court,Massage,Ski In / Ski Out,Baggage storage,Non-smoking hotel,Sun terrace,Express check-in / check-out,Laundry service,Shoeshine",,4.0,"We stayed in the hotel for two nights. As other reviewers mentioned, the rooms are clean and newly renovated. Nevertheless we had some issues: In one room a light bulb was burnt out, in the other the remote's batteries were empty. When we arrived, nobody was there (it was their off-day), so we couldn't get the W-LAN access or the tourist voucher (with a lot of discounts for the region) for using it from the first day on. Breakfast costs 12 Euro extra, which is a lot if you consider that you have to pay more on top for scrambled eggs and such, and if you consider you are visiting a small hotel in the off-season. The breakfast room itself is comfy, but was overwhelmingly decorated with like 1000 Christmas figures. We used booking.com to get our 2 rooms, but had to pay more than"
Europe,Germany,Bavaria,Eibachs Apartmenthaus,Agoda.com,"Paid wifi,Non-smoking hotel,",,,
Europe,Germany,Bavaria,Inn Laeuterburgbraeu,,,,,
Europe,Germany,Bavaria,Alpenlodge,ZenHotels.com,"Children Activities (Kid / Family Friendly),",,4.5,"Beautiful structure, the owners are very kind and helpful. Nice and spacious rooms, classic German breakfast (very plentiful). Highly regarded as a point of reference for excursions offered in the region, primarily the Ludwig castles"
Europe,Germany,Bavaria,Landurlaub Jung,,"Children Activities (Kid / Family Friendly),",,5.0,"Wir sind sehr nett von der Familie Jung empfangen worden. Es war im Vorfeld schon schwierig überhaupt eine schön eingerichtete Ferienwohnung zu finden, in dieser Ferienwohnung mangelt es an nichts. Es war alles super sauber (Kühlschrank, Backofen, Schränke, Inventar). Die Küche ist super ausgestattet (auch nicht selbstverständlich: vorhanden Spülmaschinentabs, Küchenrolle, Spüli, Backpapier etc.). Wir haben uns mit TK-Brötchen geholfen, da uns der Weg zum Bäcker mit dem Auto zu weit war. Den gegenüber gelegenen Gasthof „Zur frohen Einkehr“ können wir nicht empfehlen, sehr unfreundlich, wie wir es hier in der Region auch nur dort erlebt haben. Die Gasthoftipps der Familie Jung in der Infomappe sind ansonsten sehr gut.   Die Familie Jung bietet auch Getränke an, derer man sich per"
Europe,Germany,Bavaria,Ferienwohnungen Dobrabergblick,,,,,
Europe,Spain,Basque Country,Casa Rural Urikoa,ZenHotels.com,"Free parking,Free High Speed Internet (WiFi),Wifi,Snack bar,Pets Allowed ( Dog / Pet Friendly ),BBQ facilities,Non-smoking hotel,Shared lounge / TV area,Sun terrace,Sun terrace",,5.0,"Nice place, great location if you are traveling by car through Basque Country. Owners were great although they speak only Spanish (maybe basque, I'm not sure) and one of the owners speaks French. Very clean, we had the room ""Verde"" on the ground floor, big room with big bathroom and patio. We only had breakfast once and I wouldn't recommend if you need savoury foods in the morning. You get only marmalade, honey and olive oil. All of that of great quality and the coffee-for a filter (drip) coffee was good. We were five nights there, travelled a lot around and visited Bilbao, Vitoria-Gasteiz, San Sebastian, Gernika and the coast from Mundaka to Getxo.  If you sleep with an open window, be aware that at night can be also very loud from the road. So maybe bring some earplugs. It's"
